WordHead,IPA
ଜାମୁନ୍,d͡ʒɑmʊn
ନିୟନ୍ତ୍ରିତ,nijɔntɾitɔ
ପିୟୁଷ,pijʊsɔ
ଉତ୍ସର୍ଗ,ʊtsɔɾɡɔ
ଭଗ୍‌ବତ୍,bʰɔɡ‌bɔt
ସମେତ,sɔmetɔ
ଅନ୍ତର୍ୟାମୀଙ୍କୁ,ɔntɔɾjɑmiŋkʊ
ଶନିବାର,sɔnibɑɾɔ
ଭାରବାହୀ,bʰɑɾɔbɑhi
ସୁନ୍ଦରଗଡ଼,sʊndɔɾɔɡɔɽɔ
କିମ୍,kim
ହୁକ୍କୋକ୍,hʊkkok
ଫୁଲ,phʊlɔ
ଦୁରେଇ,dʊɾei
ଦାଶ,dɑsɔ
‘ଜାନି,‘d͡ʒɑni
କାର୍ଯ୍ୟଯୋଜନାର,kɑɾ|yjɔ|yod͡ʒɔnɑɾɔ
ଗାଡ଼ିରେ,ɡɑɽiɾe
ସାଧୁବାବା,sɑdʰʊbɑbɑ
ଆଭିମୁଖ୍ୟ,ɑbʰimʊkʰjɔ
ବଡ଼ଦେଉଳରେ,bɔɽɔdeʊ`lɔɾe
ଏସଜିପିସି,esd͡ʒipisi
ନପାଇବାରୁ,nɔpɑibɑɾʊ
ଫେସବୁକ୍‌ରେ,phesbʊk‌ɾe
ମଣି,mɔɳi
କେବୁଲ୍,kebʊl
ରହିଥାନ୍ତି,ɾɔhitʰɑnti
ପାରିଥିଲା,pɑɾitʰilɑ
ଉପସାଗର,ʊpɔsɑɡɔɾɔ
ରେଗୁଲାର,ɾeɡʊlɑɾ
ପ୍ରୋବ୍ଲେମ୍,pɾoblem
ସୁଲଭ,sʊlɔbʰɔ
ଜାଗା,d͡ʒɑɡɑ
ବାହୁଙ୍ଗା,bɑhʊŋɡɑ
ପ୍ରବଞ୍ଚିତ,pɾɔbɔɲt͡ʃitɔ
ଦିଅନ୍ତୁ,diɔntʊ
ନୱାଜ,nɔʋɑd͡ʒ
ରଚିଲା,ɾɔt͡ʃilɑ
41,41
ବାଘ,bɑɡʰɔ
ନୀରବ,niɾɔbɔ
;,;
ୱେବସାଇଟକୁ,ʋebsɑiʈɔkʊ
ସଂଗଠକ,sɔŋɡɔʈʰɔkɔ
ଦେଶବିରୋଧୀ,desɔbiɾodʰi
ସର୍ବପ୍ରଥମେ,sɔɾbɔpɾɔtʰɔme
ଉପସ୍ଥାପିତ,ʊpɔstʰɑpitɔ
ଚାକିରିରୁ,t͡ʃɑkiɾiɾʊ
ପୁନଃର୍ଗଠନ,pʊnɔhɾɡɔʈʰɔnɔ
ଆମ୍ବ,ɑmbɔ
ଗୁରୁଦ୍ୱାରା,ɡʊɾʊdʋɑɾɑ
ଫାଇନ,phɑin
ବଗିଚାର,bɔɡit͡ʃɑɾɔ
ବିବିସି,bibisi
ସାଜି,sɑd͡ʒi
ଜହ୍ନରାତି,d͡ʒɔhnɔɾɑti
ପଡ଼ି,pɔɽi
ବିମାନରୁ,bimɑnɔɾʊ
କମଳ,kɔmɔ`lɔ
ଖଣ୍ଡାରେ,kʰɔɳɖɑɾe
ଭାଇଭଉଣୀଙ୍କ,bʰɑibʰɔʊɳiŋkɔ
ସ୍ୱଗତ,sʋɔɡɔtɔ
ରଖିଛନ୍ତି,ɾɔkʰit͡ʃʰɔnti
ପାଚିଗଲେ,pɑt͡ʃiɡɔle
ଉତ୍ତରପ୍ରଦେଶ,ʊttɔɾpɾɔdes
ରାଉତରାୟ,ɾɑʊtɾɑjɔ
ଯିବା,|yibɑ
ଅବଗତ,ɔbɔɡɔtɔ
କରନା,kɔɾɔnɑ
ବାଣିଜ୍ୟିକ,bɑɳid͡ʒjikɔ
ଟେବୁଲ,ʈebʊl
ବାଇ,bɑi
ସିଧା,sidʰɑ
ପଟରୁ,pɔʈɔɾʊ
ଶିକ୍ଷୟିତ୍ରୀଙ୍କୁ,sikʰjɔjitɾiŋkʊ
ଆଣୁଛି,ɑɳʊt͡ʃʰi
ରେହମାନ,ɾehɔmɑn
ଲେବର୍,lebɔɾ
ସହରଆଡ଼େ,sɔhɔɾɔɑɽe
ପଛ,pɔt͡ʃʰɔ
ହ୍ଵାଟ୍‌ସଆପ୍‌ରେ,hʋɑʈ‌sɑp‌ɾe
ପ୍ରତିଯୋଗୀମାନଙ୍କୁ,pɾɔti|yoɡimɑnɔŋkʊ
ଅଧିକାରକୁ,ɔdʰikɑɾɔkʊ
୪୫୦,୪୫୦
କଢ଼େଇରେ,kɔɽʱeiɾe
ପ୍ରଧାନଙ୍କ,pɾɔdʰɑnɔŋkɔ
ନେତାମାନେ,netɑmɑne
ପଳାଇଯିବା,pɔ`lɑi|yibɑ
ଶବୀନା,sɔbinɑ
ଫିନଟେକ,phinʈek
ବ୍ୟବଧାନ,bjɔbɔdʰɑnɔ
ଶୁଟ୍‌,sʊʈ‌
ହୋଇଉଠିଲେ,hoiʊʈʰile
ଆଧ୍ୟାତ୍ମିକ,ɑdʰjɑtmikɔ
ସିଆଡ଼େ,siɑɽe
ପ୍ରୟୋଗର,pɾɔjoɡɔɾɔ
ଦଣ୍ଡଦେବେ,dɔɳɖɔdebe
ଖାଉଛନ୍ତି,kʰɑʊt͡ʃʰɔnti
ଟ୍ରାକିଂ,ʈɾɑkiM
ତେହେରାନ,teheɾɑn
ଦଇବକୁ,dɔibɔkʊ
ଅପମିଶ୍ରଣ,ɔpɔmisɾɔɳɔ
ଟ୍ୟାବଲେଟ୍,ʈjɑbleʈ
ତଳେଖାଲି,tɔ`lekʰɑli
ସମ୍ପର୍ଣ୍ଣ,sɔmpɔɾɳɳɔ
ମାର୍ଚ୍ଚରେ,mɑɾt͡ʃt͡ʃɾe
ଏତେବାଟ,etebɑʈɔ
ସ୍ଥାପତ୍ୟ,stʰɑpɔtjɔ
ଯାଆ,|yɑɑ
ନେଇଯାଆନ୍ତୁ,nei|yɑɑntʊ
କର୍କଟ,kɔɾkɔʈɔ
କଲେକ୍ଟର,kɔlekʈɔɾ
ଲୋକେ,leɑke
ମନ୍ଦ,mɔndɔ
ଥୋଇଲା,tʰoilɑ
ମାଲବାହୀ,mɑlbɑhi
ପଦଟିଏ,pɔdɔʈie
ଜଣାପଡ଼ିଥିଲା,d͡ʒɔɳɑpɔɽitʰilɑ
ଷ୍ଟାଣ୍ଡାର୍ଡ,sʈɑɳɖɑɾɖ
ମ,mɔ
ଜାଣୁ,d͡ʒɑɳʊ
ଘଟାଇବାକୁ,ɡʰɔʈɑibɑkʊ
ଶଫଟିଯ,sɔphɔʈi|y
ପୋଷ୍ଟରକୁ,posʈɔɾkʊ
ବଢ଼ିପାରିଲା,bɔɽʱipɑɾilɑ
ସୁରକ୍ଷା,sʊɾɔkʰjɑ
ଉପକୂଳ,ʊpɔku`lɔ
ଲୋନର,lonɾɔ
ଶାଳ,sɑ`lɔ
ମାନକକୁ,mɑnɔkɔkʊ
ଉତ୍ପାଦ,ʊtpɑdɔ
ସଂସ୍ପର୍ଶରେ,sɔMspɔɾsɔɾe
ଭାଇଙ୍କ,bʰɑiŋkɔ
ଆସିଲେ,ɑsile
ସ୍ବର୍ଗତ,sbɔɾɡɔtɔ
ଦୁଇଜଣଙ୍କୁ,dʊid͡ʒɔɳɔŋkʊ
ଗର୍ଜୁଛୁରେ,ɡɔɾd͡ʒʊt͡ʃʰʊɾe
ମୁଣ୍ଡବିନ୍ଧା,mʊɳɖɔbindʰɑ
ଏମପି3,empi3
କ୍ରୁଜ୍,kɾʊd͡ʒ
ହେଇହେବନି,heihebɔni
ନିତିଦିନିଆ,nitidiniɑ
ସେତକ,setɔkɔ
ହୁଳହୁଳି,hʊ`lɔhʊ`li
ସନାତନଙ୍କ,sɔnɑtɔnɔŋkɔ
ନିଷ୍କର୍ସରେ,niskɔɾsɔɾe
ହଲଚଲ,hɔlt͡ʃɔl
ମାଗିଆ,mɑɡiɑ
ଦିନକର,dinkɔɾ
ଘୋଡ଼ାଇଦେଲା,ɡʰoɽɑidelɑ
ନକରିବା,nɔkɔɾibɑ
ପ୍ରସଙ୍ଗଗୁଡିକ,pɾɔsɔŋɡɔɡʊɖikɔ
ଭୂଖଣ୍ଡ,bʰukʰɔɳɖɔ
ଲାଗିଥିଲା,lɑɡitʰilɑ
ମୋ,meɑ
ଗସ୍ତରେ,ɡɔstɔɾe
ର୍ୟାନେଲ୍,ɾjɑnel
ଜନୌଷଧି,d͡ʒɔnousɔdʰi
ଓରିଜ଼ୀନାଲ,oɾizinɑl
ନମନୀୟ,nɔmɔnijɔ
ଭରିବି,bʰɔɾibi
ପେ,pe
ଟିଆଇଆର,ʈiɑiɑɾ
ଏସ୍ଏମ୍ଏସ୍,esemes
କିଣିବେ,kiɳibe
କଟେ,kɔʈe
ପବନକୁ,pɔbɔnɔkʊ
ବାଲେଶ୍ୱର,bɑlesʋɔɾɔ
ହଂସଟି,hɔMsɔʈi
ସପ୍ତାହରେ,sɔptɑhɔɾe
ବଢେଇବାର,bɔɖʱeibɑɾɔ
ପଣ୍ଡାଙ୍କ,pɔɳɖɑŋkɔ
ଯାଉଛୁ,|yɑʊt͡ʃʰʊ
ବ୍ରାଣ୍ଡ,bɾɑɳɖ
ବିବାହିତା,bibɑhitɑ
ସମ୍ମିଳନୀରେ,sɔmmi`lɔniɾe
ଗବେଷକ/ଗବେଷିକା,ɡɔbesɔkɔ/ɡɔbesikɑ
ପଡିଥିଲେ,pɔɖitʰile
ୱାୟାରଲେସ୍,ʋɑjɑɾles
୩-୪,୩-୪
ଟୁର୍ଣ୍ଣାମେଣ୍ଟ,ʈʊɾɳɳɑmeɳʈ
ହୋଇପଡୁଛି,heɑipɔɖʊt͡ʃʰi
କୋଷିକା,kosikɑ
ହାଉସରେ,hɑʊsɾe
978,978
ନ୍ୟୁଜିଲ୍ୟାଣ୍ଡରେ,njʊd͡ʒiljɑɳɖɾe
କାଇଲ,kɑil
ସିଲିକନ,silikɔn
ଅମଳ,ɔmɔ`lɔ
ରୋକି,ɾoki
ପହଞ୍ଚିବାରୁ,pɔhɔɲt͡ʃibɑɾʊ
ଚାମ୍ପିଅନସପ୍,t͡ʃɑmpiɔnsɔp
ସିଧୁ,sidʰʊ
ବାଜିମାତ୍,bɑd͡ʒimɑt
ଚିକିତ୍ସାର,t͡ʃikitsɑɾɔ
ସହାୟତା,sɔhɑjɔtɑ
ବାହାରିଆସି,bɑhɑɾiɑsi
ମରିଯିବ,mɔɾi|yibɔ
ରୋଗୀଙ୍କ,ɾoɡiŋkɔ
ଅଭିଲେଖନକୁ,ɔbʰilekʰɔnɔkʊ
ପ୍ରଯୁକ୍ତିଗତ,pɾɔ|yʊktiɡɔtɔ
ଆୟୁଧ,ɑjʊdʰɔ
ସଦାବେଳେ,sɔdɑbe`le
ବଗିଚା,bɔɡit͡ʃɑ
ଉଠିଲେ,ʊʈʰile
ଅଜାଙ୍କର,ɔd͡ʒɑŋkɔɾɔ
ମାର୍ନସ,mɑɾnɔs
ଚଳାଚଳ,t͡ʃɔ`lɑt͡ʃɔ`lɔ
ଏକ୍‌ଦମ୍,ek‌dɔm
ଚାପ୍,t͡ʃɑp
ଗୋରାଙ୍କ,ɡoɾɑŋkɔ
ଧରିଥିଲି,dʰɔɾitʰili
କରାଯାଇଥିଲେ,kɔɾɑ|yɑitʰile
ଇରାନ,iɾɑn
ଟନ୍,ʈɔn
ପ୍ରେସ,pɾes
ଇଶା,isɑ
ଶ୍ୟାମଭକ୍ତ,sjɑmɔbʰɔktɔ
ଟାଇମ୍‌ରେ,ʈɑim‌ɾe
ପ୍ରଣାମ,pɾɔɳɑmɔ
ବ୍ୟକ୍ତିଦ୍ୱୟଙ୍କୁ,bjɔktidʋɔjɔŋkʊ
ଭିଏତନାଗ,bʰietɔnɑɡɔ
ଏତଲା,etɔlɑ
ଗଙ୍ଗା,ɡɔŋɡɑ
ମ୍ୟାଚ୍‌ର,mjɑt͡ʃ‌ɾɔ
ଫେରିଆସ,pheɾiɑsɔ
ହର୍ଷିତାଙ୍କ,hɔɾsitɑŋkɔ
ମୂଷାଛୁଆଟିଏ,musɑt͡ʃʰʊɑʈie
ଆଶୀର୍ବାଦ,ɑsiɾbɑdɔ
୨୦୨୨,୨୦୨୨
ବ୍ୟାହତ,bjɑhɔtɔ
ଜିଲ୍ଲାବାସୀଙ୍କୁ,d͡ʒillɑbɑsiŋkʊ
ଲୁକ୍‌କୁ,lʊk‌kʊ
ଦୁନିଆକୁ,dʊniɑkʊ
ନେ,ne
ନାରାୟଣ,nɑɾɑjɔɳɔ
ପାରିବ,pɑɾibɔ
ରଞ୍ଜନଙ୍କୁ,ɾɔɲd͡ʒɔnɔŋkʊ
ଶୋଭାର,sobʰɑɾɔ
ଓହ୍ଲାଇଥିଲେ,ohlɑitʰile
ବୁଜୁଳାରେ,bʊd͡ʒʊ`lɑɾe
ପୂର୍ବ,puɾbɔ
ଦିବସର,dibɔsɔɾɔ
ପଡ଼ିଲାନି,pɔɽilɑni
ଆବର୍ଜନାପାତ୍ର,ɑbɔɾd͡ʒɔnɑpɑtɾɔ
ପୁରୁଷମାନଙ୍କ,pʊɾʊsɔmɑnɔŋkɔ
ଜୁଟି,d͡ʒʊʈi
ଡାଟାର,ɖɑʈɑɾɔ
ଯୁଧଷ୍ଚିର,|yʊdʰɔst͡ʃiɾɔ
ଜାମା,d͡ʒɑmɑ
ଲାଗିପଡ଼ିଲେ,lɑɡipɔɽile
ସରସ୍ଵତୀଙ୍କ,sɔɾɔsʋɔtiŋkɔ
ଜନସମ୍ପର୍କ,d͡ʒɔnɔsɔmpɔɾkɔ
ସୁଦୃଢ଼,sʊdɾʊɽʱɔ
ତୁରନ୍ତ,tʊɾɔntɔ
ସେଗୁଡ଼ିକର,seɡʊɽikɔɾɔ
ବୋଧହୁଏନା,bodʰɔhʊenɑ
ଆର୍‌ଏସ୍‌ଏସ୍‌,ɑɾ‌es‌es‌
ଘଟଣା,ɡʰɔʈɔɳɑ
ହୋଇଗଲା,hoiɡɔlɑ
ପଡ଼,pɔɽɔ
ରଜ୍ଜୁ,ɾɔd͡ʒd͡ʒʊ
ଛାତ୍ରଛାତ୍ରୀମାନେ,t͡ʃʰɑtɾɔt͡ʃʰɑtɾimɑne
ସଠିକ,sɔʈʰik
ପରାଧୀନ,pɔɾɑdʰinɔ
($5.,($5.
ସେମି,semi
ଅନୁଷ୍ଠାନମାନ,ɔnʊsʈʰɑnɔmɑnɔ
ଯୋଗାଇଛି,|yoɡɑit͡ʃʰi
କମିଶନର,kɔmisnɔɾ
ଶୁଣୁଥିଲା,sʊɳʊtʰilɑ
ଯିବାପରେ,|yibɑpɔɾe
ଯୁଗର,|yʊɡɔɾɔ
ଶୋଇବା,soibɑ
ଉପଅଧିନାୟକ,ʊpɔɔdʰinɑjɔkɔ
ଫସାଇ,phɔsɑi
ରୋକିଛୁ,ɾokit͡ʃʰʊ
ସରକାରୀ,sɔɾɔkɑɾi
ଅଡିଓଭକ୍ସ,ɔɖiobʰɔks
ସ୍ମିଥ୍‌,smitʰ‌
କ୍ଷୟକ୍ଷତି,kʰjɔjɔkʰjɔti
ଯିବି,|yibi
ଶୁଭେଚ୍ଛୁ,sʊbʰet͡ʃt͡ʃʰʊ
ଆରେ,ɑɾe
ହୋଇପାରିବା,hoipɑɾibɑ
ଅଧିକାରୀ,ɔdʰikɑɾi
କାର୍ଗିଲର,kɑɾɡilɾɔ
ସେହିଜମିରୁ,sehid͡ʒɔmiɾʊ
ତରବର,tɔɾɔbɔɾɔ
ଛିଡାହୋଇଛି,t͡ʃʰiɖɑhoit͡ʃʰi
ଧର୍ମରେ,dʰɔɾmɔɾe
ପୋଲତଳ,polɔtɔ`lɔ
ଆଇଜିଏସଟି,ɑid͡ʒiesʈi
କୁପ୍ରଭାବ,kʊpɾɔbʰɑbɔ
ପୂର୍ବାଂଚଳରେ,puɾbɑMt͡ʃɔ`lɔɾe
ସନ୍ତୁଷ୍ଟି,sɔntʊsʈi
ବିସିସିଆଇର,bisisiɑiɾɔ
ମ୍ୟାନେଜର,mjɑned͡ʒɔɾ
କରିପାରିନଥିଲା,kɔɾipɑɾinɔtʰilɑ
ମୃତକ,mɾʊtɔkɔ
ପ୍ରସ୍ତାବଗୁଡିକୁ,pɾɔstɑbɔɡʊɖikʊ
ଫାଟିଗଲା,phɑʈiɡɔlɑ
ମିଆଁମାର,miɑn~mɑɾ
ମିଳୁଥିଲା,mi`lʊtʰilɑ
ରିଚାର୍ଜ,ɾit͡ʃɑɾd͡ʒ
ଛାଡ଼ିବାରେ,t͡ʃʰɑɽibɑɾe
ସାହାଯ୍ୟ,sɑhɑ|yjɔ
ଏତ,etɔ
ଖବରପାଇ,kʰɔbɔɾɔpɑi
ଗଲାରେ,ɡɔlɑɾe
ଚୌହ୍ଵାନ୍‌,t͡ʃouhʋɑn‌
ଆଉସେମାନଙ୍କୁ,ɑʊsemɑnɔŋkʊ
ପୁଲେଲା,pʊlelɑ
ମୋଗଲଙ୍କ,moɡɔlŋkɔ
କଳାଟଙ୍କା,kɔ`lɑʈɔŋkɑ
ଦୁହିଁଙ୍କର,dʊhin~ŋkɔɾɔ
କରିପାରିବି,kɔɾipɑɾibi
ସମାଜସେବୀ,sɔmɑd͡ʒɔsebi
ପଶିଲେ,pɔsile
ନିଆରା,niɑɾɑ
ବେଳେ,be`le
ସଭାପୁଟ,sɔbʰɑpʊʈɔ
ବୁଢା,bʊɖʱɑ
ପଠାଇବ,pɔʈʰɑibɔ
କବି-ଗୀତିକାର,kɔbi-ɡitikɑɾɔ
୬୫୦,୬୫୦
କୃପାରୁ,kɾʊpɑɾʊ
ପୁନରୁଦ୍ଧାର,pʊnɔɾʊddʰɑɾɔ
ଦିଆଯାଇଛି,diɑ|yɑit͡ʃʰi
ମରାମତି,mɔɾɑmɔti
ବିଦ୍ୟାଳୟର,bidjɑ`lɔjɔɾɔ
କରତାରପୁର,kɔɾɔtɑɾpʊɾ
ଅଭିନୟ,ɔbʰinɔjɔ
ଆକ୍ରମଣ,ɑkɾɔmɔɳɔ
ପିଲାପିଲି,pilɑpili
BIOS,BIOS
ଉକ୍ତ,ʊktɔ
ବସିବାରୁ,bɔsibɑɾʊ
ଡବ୍ଲୁ,ɖɔblʊ
ବୁଲୁଥାଏ,bʊlʊtʰɑe
ହଲାଉଥିଲା,hɔlɑʊtʰilɑ
ହସ୍ତ,hɔstɔ
ମେଶି,mesi
ତୁମମାନଙ୍କୁ,tʊmɔmɑnɔŋkʊ
କଣ୍ଠରୋଧ,kɔɳʈʰɔɾodʰɔ
ଖେଳକୁ,kʰe`lɔkʊ
ଶ୍ରଦ୍ଧାଞ୍ଚଳି,sɾɔddʰɑɲt͡ʃɔ`li
ହାରିଯିବା,hɑɾi|yibɑ
୧୧୦୦ବି,୧୧୦୦bi
ଶ୍ରେଷ୍ଠ,sɾesʈʰɔ
ସାମ୍ବାଦିକତାରେ,sɑmbɑdikɔtɑɾe
ଉଦବେଗ,ʊdbeɡɔ
ଭାଙ୍ଗି,bʰɑŋɡi
ମଜଭୁତ,mɔd͡ʒɔbʰʊtɔ
ବ୍ୟଭିଚାର,bjɔbʰit͡ʃɑɾɔ
ରାଜ୍ୟମାନଙ୍କୁ,ɾɑd͡ʒjɔmɑnɔŋkʊ
ରକ୍ଷକ,ɾɔkʰjɔkɔ
ସେମିଫାଇନାଲ,semiphɑinɑl
ଘନିଷ୍ଠତା,ɡʰɔnisʈʰɔtɑ
ପ୍ରଷ୍ଠଭୂମି,pɾɔsʈʰɔbʰumi
କାର୍ଗିଲ,kɑɾɡil
ମାଁଝି–ଦ,mɑn~d͡ʒʱi–dɔ
ଅପରିବର୍ତ୍ତନୀୟ,ɔpɔɾibɔɾttɔnijɔ
Hi,Hi
କଙ୍କଡ଼ା,kɔŋkɔɽɑ
ସମୟ,sɔmɔjɔ
ପଇଁଚାଳିଶି,pɔin~t͡ʃɑ`lisi
ମନ୍ତ୍ରପାଣି,mɔntɾɔpɑɳi
ଜରିମାନା,d͡ʒɔɾimɑnɑ
ଦୃଢ଼ିଭୂତ,dɾʊɽʱibʰutɔ
ନିଷ୍କର୍ଷ,niskɔɾsɔ
ପୂର୍ବରୁ,puɾbɔɾʊ
କ୍ୟାଟ୍ରିନାଙ୍କ,kjɑʈɾinɑŋkɔ
ପଲିଥିନ,pɔlitʰin
ହୁଏ,hʊe
କାର୍ୟ୍ୟ,kɑɾjjɔ
ଉତ୍କଳପୁତ୍ର,ʊtkɔ`lɔpʊtɾɔ
(ଆଇପିଏଲ୍)ରେ,(ɑipiel)ɾe
ପାରିଲିନି,pɑɾilini
ସୋସିଆଲ୍,sosiɑl
ନୋକିଆ,nokiɑ
କରାଇବି,kɔɾɑibi
ମହିଳାଙ୍କ,mɔhi`lɑŋkɔ
ଶୋକାକୂଳ,sokɑku`lɔ
ପ୍ରଶଂସକଙ୍କୁ,pɾɔsɔMsɔkɔŋkʊ
ଏକମତ,ekɔmɔtɔ
ସମ୍ଭାଳିପାରେ,sɔmbʰɑ`lipɑɾe
ଆଣିଲୁ,ɑɳilʊ
ସସ୍,sɔs
ଶରକୁ,sɔɾɔkʊ
ଶିକାରପାଇଁ,sikɑɾɔpɑin~
25,25
ଭିକମଗା,bʰikɔmɔɡɑ
ବାହୁନି,bɑhʊni
ସଙ୍ଗେସଙ୍ଗେ,sɔŋɡesɔŋɡe
ଏମରଜେନ୍ସି,emɔɾd͡ʒensi
କମଲନାଥ,kɔmɔlnɑtʰ
ନୂତନ,nutɔnɔ
ଆଶୀଷ,ɑsisɔ
ମାରିଲୁ,mɑɾilʊ
ଇଷ୍ଟ,isʈɔ
କ୍ଲିକ,klik
ଦିଶୁନଥିଲା,disʊnɔtʰilɑ
ମୂଷାକୁ,musɑkʊ
କଙ୍କଡ଼ା,kɔŋkɔɽɑ
ବିଜେପି,bid͡ʒepi
ରହୁଥାଏ,ɾɔhʊtʰɑe
ଅପକମିଂ,ɔpkɔmiM
ସେକ୍ରେଟେରୀ,sekɾeʈeɾi
ମିନିଟ୍,miniʈ
ଚରୁଥାନ୍ତି,t͡ʃɔɾʊtʰɑnti
କରିନେଇ,kɔɾinei
ଅନ୍ତର୍ଦେଶୀୟ,ɔntɔɾdesijɔ
ରକ୍ତରେ,ɾɔktɔɾe
dwell,dwell
କାଳକାଳ,kɑ`lɔkɑ`lɔ
ଅଧିକାରୀଗଣ,ɔdʰikɑɾiɡɔɳɔ
ମେଣ୍ଟ,meɳʈɔ
ଡ୍ୟୁୁ,ɖjʊʊ
ପିଇଲେ,piile
ପାଟିରେ,pɑʈiɾe
ବାବୁୟାଙ୍କୁ,bɑbʊjɑŋkʊ
ଶୀର୍ଷ,siɾsɔ
କରିପାରିବେକି,kɔɾipɑɾibeki
"(କ୍ୟାପଟେନ୍),","(kjɑpʈen),"
କ୍ରୀଡାର,kɾiɖɑɾɔ
ଦେଇଦେବି,deidebi
ରହୁ,ɾɔhʊ
ବିଷୟବସ୍ତୁ,bisɔjɔbɔstʊ
5ରୁ,5ɾʊ
କନଷ୍ଟ୍ରକ୍ସନ,kɔnɔsʈɾɔksɔn
ନିତ୍ୟକର୍ମ,nitjɔkɔɾmɔ
ନିଆଯାଇପାରିଲା,niɑ|yɑipɑɾilɑ
ଲୋକସଭାର,lokɔsɔbʰɑɾɔ
ଜଳରାଶି,d͡ʒɔ`lɔɾɑsi
ଡର,ɖɔɾɔ
ଗ୍ଲାସ୍,ɡlɑs
ଲୋନ୍କୁ,lonkʊ
ଲିଜ,lid͡ʒ
କର୍ଣ୍ଣଧାର,kɔɾɳɳɔdʰɑɾɔ
ରୋକିବାରେ,ɾokibɑɾe
ପରି,pɔɾi
ତୁଟିଲା,tʊʈilɑ
ପଚାରିଲେ,pɔt͡ʃɑɾile
ବାବଦକୁ,bɑbɔdɔkʊ
ଜଣାଥିଲା,d͡ʒɔɳɑtʰilɑ
ନିମେନ୍ତ,nimentɔ
ଚନ୍ଦ୍ରଚୂଡ଼,t͡ʃɔndɾɔt͡ʃuɽɔ
ନିଃଶ୍ୱାସପ୍ରଶ୍ୱାସ,nihsʋɑsɔpɾɔsʋɑsɔ
ଚଳଚଞ୍ଚଳ,t͡ʃɔ`lɔt͡ʃɔɲt͡ʃɔ`lɔ
ୟେସ,jes
ଆଲୋ,ɑlo
ମଲ,mɔlɔ
ବୁଝେଇଦିଅ,bʊd͡ʒʱeidiɔ
ବିଷ୍ଣୁଙ୍କ,bisɳʊŋkɔ
ପଢିଥିଲେ,pɔɖʱitʰile
ବହୁଚର୍ଚ୍ଚିତ,bɔhʊt͡ʃɔɾt͡ʃt͡ʃitɔ
ପ୍ରକ୍ସି,pɾɔksi
ସ୍ଥାନରେ,stʰɑnɔɾe
ମ୍ୟୁଜିକ୍,mjʊd͡ʒik
ଦିନ,dinɔ
ଜାଣିଛୁ,d͡ʒɑɳit͡ʃʰʊ
ଅପରାହ୍ଣ,ɔpɔɾɑhɳɔ
ଓଡ଼ିଶାବାସୀଙ୍କୁ,oɽisɑbɑsiŋkʊ
ଆଦୃତ,ɑdɾʊtɔ
ନିଶ୍ଚୟଁ,nist͡ʃɔjɔn~
ରାଜିହୋଇ,ɾɑd͡ʒihoi
ଆମ୍,ɑm
ନାବିକ,nɑbikɔ
ଭୋଜରାଜାଙ୍କ,bʰod͡ʒɔɾɑd͡ʒɑŋkɔ
ଏଟିଏମରେ,eʈiemɾe
ଭାରେ,bʰɑɾe
ମାଆର,mɑɑɾɔ
ହୋଇପାରେ,hoipɑɾe
ଟିମ୍:,ʈim:
ସାଇପ୍ରସ୍‌,sɑipɾɔs‌
ରହିବୁ,ɾɔhibʊ
ଜିଏସ୍‌ଟି,d͡ʒies‌ʈi
ସୁନ,sʊnɔ
ସେବାୟତ,sebɑjɔtɔ
ବିଦିତ,biditɔ
କରିନଥିବେ,kɔɾinɔtʰibe
ଚାଲିଗଲି,t͡ʃɑliɡɔli
ଛିଡ଼ାହୋଇ,t͡ʃʰiɽɑhoi
ଲୋକଗୁଡ଼ା,lokɔɡʊɽɑ
ପାଦୁକୋନ,pɑdʊkon
ଅପ,ɔp
ରାଜଉଆସରୁ,ɾɑd͡ʒɔʊɑsɔɾʊ
ଟନର,ʈɔnɔɾ
ଭଙ୍ଗାରୁଜା,bʰɔŋɡɑɾʊd͡ʒɑ
ଜାରି,d͡ʒɑɾi
ଅନ୍ୱେଷଣ,ɔnʋesɔɳɔ
କୁଲଦୀପ୍,kʊldip
ହୋଇପାରେ,hoipɑɾe
ଜିନିତ,d͡ʒinitɔ
ବଗଠାରୁ,bɔɡɔʈʰɑɾʊ
କାଟିନେବେ,kɑʈinebe
ଡିଜିଟାଇଜେସନ୍,ɖid͡ʒiʈɑid͡ʒesɔn
ଉତ୍ପାଦନରୁ,ʊtpɑdɔnɔɾʊ
ଚରାଇବାକୁ,t͡ʃɔɾɑibɑkʊ
ପାଉନାହାଁନ୍ତି,pɑʊnɑhɑn~nti
ହେଇପାରିବେ,heipɑɾibe
କଳିଗୋଳ,kɔ`liɡo`lɔ
କାଟବା,kɑʈɔbɑ
ଦୋଷୀଙ୍କ,dosiŋkɔ
ସାଜିଦ୍‌ଙ୍କ,sɑd͡ʒid‌ŋkɔ
ଇତିହାସରେ,itihɑsɔɾe
ଆଇଟମ୍,ɑiʈɔm
ଯାକର,|yɑkɔɾɔ
ବେଙ୍ଗାଲୁରୁରୁ,beŋɡɑlʊɾʊɾʊ
ପଡ଼ଛି,pɔɽɔt͡ʃʰi
କରିବା,kɔɾibɑ
ଢ଼େର୍,ɽʱeɾ
ସ୍ୱାର୍ଥ,sʋɑɾtʰɔ
ବ୍ରୁୟନ,bɾʊjɔn
ପଡ଼ିଲାଭଳି,pɔɽilɑbʰɔ`li
